g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,panel,comments,date of last review
G2P00043,CLN3,607042,2074,BTN1; BTS; JNCL,CLN3-related neuronal ceroid lipofuscinosis,204200,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001317; HP:0000618; HP:0002074; HP:0000007; HP:0000550; HP:0002505; HP:0000510; HP:0001922; HP:0001249; HP:0003208; HP:0000529; HP:0003463; HP:0002361; HP:0001250; HP:0000739; HP:0002059; HP:0003205; HP:0001260; HP:0001300; HP:0001336; HP:0000608; HP:0000709; HP:0000648; HP:0000726,7553855; 7887420; 9450775; 19489875; 10749980; 9311735,DD; Eye,,2015-07-22 16:14:12+00:00
G2P00044,LRP5,603506,6697,BMND1; EVR1; EVR4; HBM; LR3; LRP7; OPPG; OPS; OPTA1; VBCH2,LRP5-related osteopetrosis,601884,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,gain of function,inferred,,HP:0005789; HP:0004425; HP:0000689; HP:0000006; HP:0002684; HP:0100861; HP:0000935; HP:0002315; HP:0008114; HP:0001939; HP:0001507; HP:0004563; HP:0000925; HP:0100923; HP:0006174; HP:0000405; HP:0002644; HP:0100789; HP:0000407,14727154; 11741193; 12579474,DD; Skeletal,,2024-09-11 14:04:28+00:00
G2P00045,FOXP2,605317,13875,CAGH44; SPCH1; TNRC10,FOXP2-related speech-language disorder,602081,,monoallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0002546; HP:0000271; HP:0000750; HP:0007301; HP:0000006; HP:0002134,2332125; 15877281,DD,,2015-07-22 16:14:12+00:00
G2P00046,DOCK6,614194,19189,KIAA1395; ZIR1,DOCK6-related Adams-Oliver syndrome,614219,MONDO:0013635,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0000007; HP:0000411; HP:0000294; HP:0000965; HP:0001263; HP:0000316; HP:0001562; HP:0000256; HP:0001792; HP:0000568; HP:0005280; HP:0000369; HP:0000252; HP:0001250; HP:0000486; HP:0002059; HP:0002126; HP:0000347; HP:0000954; HP:0000414; HP:0000648; HP:0006951,21820096; 28884918; 30898718; 32498638,DD; Skin; Skeletal,,2025-02-07 12:22:35+00:00
G2P00047,SLC6A3,126455,11049,DAT; DAT1,"SLC6A3-related parkinsonism-dystonia, infantile",613135,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,DD,,2015-07-22 16:14:12+00:00
G2P00048,CHAMP1,616327,20311,C13ORF8; CAMP; CHAMP; ZNF828,CHAMP1-related neurodevelopmental disorder,616579,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000400; HP:0000366; HP:0000598; HP:0000463; HP:0001249; HP:0001167; HP:0011297; HP:0000271; HP:0000929; HP:0001760; HP:0000248; HP:0000159; HP:0002817; HP:0011844; HP:0001155; HP:0001263; HP:0000429; HP:0000153,26340335; 26751395; 27148580; 35271727; 36106092,DD,,2022-10-17 18:38:12+00:00
G2P00049,XPC,613208,12816,RAD4; XPCC,XPC-related xeroderma pigmentosum,278720,MONDO:0010211,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0012056; HP:0001009; HP:0000509; HP:0000656; HP:0001029; HP:0000007; HP:0011463; HP:0000491; HP:0000613; HP:0004334; HP:0006739; HP:0002671; HP:0003079; HP:0001010; HP:0000992; HP:0000621,8298653; 14662655; 11511294; 11121128; 9804340; 19478817,DD; Skin; Cancer,,2017-09-01 16:19:16+00:00
G2P00050,FOXE3,601094,3808,FKHL12; FREAC8,FOXE3-related congenital primary aphakia,610256,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0007707; HP:0000659; HP:0000007; HP:0007779; HP:0007700; HP:0000647; HP:0000526; HP:0000568,11159941; 16826526; 20361012; 29136273; 20140963; 22204637; 20664696; 27669367; 29878917,DD; Eye,,2018-01-20 15:35:29+00:00
G2P00051,SUMO1,601912,12502,GMP1; OFC10; PIC1; SMT3C; SMT3H3; SUMO-1; UBL1,SUMO1-related cleft lip with or without cleft palate,613705,MONDO:0013378,monoallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,HP:0100334; HP:0100333,16990542,DD,,2025-01-27 16:20:50+00:00
G2P00052,CLN8,607837,2079,C8ORF61; EPMR; FLJ39417; TLCD6,CLN8-related neuronal ceroid lipofuscinosis,600143,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003677; HP:0000711; HP:0002384; HP:0002074; HP:0000007; HP:0002069; HP:0001249; HP:0002312; HP:0001272; HP:0000529; HP:0001251; HP:0000737; HP:0001268; HP:0001250; HP:0002059; HP:0002353; HP:0003205; HP:0002376; HP:0001336; HP:0000750,19431184; 16570191; 10508524,DD; Eye,,2015-07-22 16:14:13+00:00
G2P00053,MKKS,604896,7108,BBS6,MKKS-related Mckusick-Kaufman syndrome,236700,MONDO:0009367,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002370; HP:0000143; HP:0007707; HP:0002023; HP:0002167; HP:0001712; HP:0001156; HP:0000007; HP:0000556; HP:0001829; HP:0000365; HP:0000639; HP:0008734; HP:0001263; HP:0000969; HP:0010741; HP:0000218; HP:0006159; HP:0000077; HP:0001773; HP:0000510; HP:0000483; HP:0000145; HP:0000054; HP:0001395; HP:0001249; HP:0002564; HP:0000072; HP:0000819; HP:0000256; HP:0000822; HP:0002141; HP:0000545; HP:0001080; HP:0002099; HP:0000501; HP:0001251; HP:0001374; HP:0001513; HP:0000113; HP:0002251; HP:0000518; HP:0001007; HP:0000486; HP:0000148; HP:0000126; HP:0001586; HP:0000028; HP:0002089; HP:0000678; HP:0001328; HP:0000668; HP:0001162; HP:0000135; HP:0009466; HP:0000750; HP:0009806; HP:0001159; HP:0010442; HP:0000137,10802661,DD; Eye,,2017-08-29 10:12:57+00:00
G2P00054,NPHS1,602716,7908,CNF; NPHN,NPHS1-related nephrotic syndrome,256300,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001510; HP:0003077; HP:0000007; HP:0002021; HP:0001967; HP:0000969; HP:0000821; HP:0002643; HP:0003577; HP:0000092; HP:0000093; HP:0000083; HP:0003270; HP:0002719; HP:0003073; HP:0001518; HP:0003075; HP:0008677; HP:0003678; HP:0002020,17290294; 11854170; 9660941; 10577936; 10652016,DD,,2015-07-22 16:14:13+00:00
G2P00055,ACAN,155760,319,AGC1; CSPG1; CSPGCP; MSK16,ACAN-related spondyloepiphyseal dysplasia,608361,MONDO:0012019,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003370; HP:0000006; HP:0002750; HP:0002970; HP:0000926; HP:0002655; HP:0003508; HP:0002857,27710243; 31747937; 32871652; 33298914; 34187405; 34210114; 34456977; 34605228; 35330881; 36387899; 36597844; 36950254; 37025453; 37064332,DD; Skeletal,,2023-05-24 09:07:26+00:00
G2P00056,LRPAP1,104225,6701,A2MRAP; ALPHA-2-MRAP; HBP44; RAP,"LRPAP1-related myopia, extreme",615431,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,23830514,DD; Eye,,2017-08-29 08:44:22+00:00
G2P00057,FLNA,300017,3754,ABP-280; FLN; FLN1; OPD1; OPD2,FLNA-related epileptic encephalopathy,,,monoallelic_X_heterozygous,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,,23934111,DD; Skin,,2025-01-27 22:44:48+00:00
G2P00058,NAGA,104170,7631,D22S674,NAGA-related Kanzaki disease,609242,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003477; HP:0003409; HP:0001256; HP:0000007; HP:0001257; HP:0000938; HP:0000639; HP:0001263; HP:0100704; HP:0001004; HP:0003355; HP:0003700; HP:0010864; HP:0003461; HP:0005280; HP:0003593; HP:0000478; HP:0001250; HP:0007428; HP:0000280; HP:0000486; HP:0002059; HP:0000179; HP:0002321; HP:0000958; HP:0003581; HP:0002936; HP:0002376; HP:0001347; HP:0001252; HP:0000962; HP:0002460; HP:0001336; HP:0001071; HP:0000407; HP:0000648; HP:0006812; HP:0000214,8782044; 11251574; 2564952; 8071745; 2243144,DD; Skin,,2017-09-01 16:19:16+00:00
G2P00059,PLCB1,607120,15917,KIAA0581; PLC-I; PLC154,"PLCB1-related epileptic encephalopathy, early infantile",613722,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0008936; HP:0007359; HP:0001347; HP:0002521; HP:0000007; HP:0002197; HP:0001257,20833646,DD,,2015-07-22 16:14:13+00:00
G2P00060,NT5C3A,606224,17820,CN-III; HUMP1; NT5C3; P36; P5'N-1; PN-I; POMP; PSN1; UMPH; UMPH1,NT5C3A-related hemolytic anemia,266120,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003641; HP:0000007; HP:0001878,,DD,,2015-07-22 16:14:13+00:00
G2P00061,SLC4A11,610206,16438,BTR1; CDPD1; CHED2; DJ794I6.2; FECD4; NABC1,SLC4A11-related corneal endothelial dystrophy with or without deafness,217700,MONDO:0009019,biallelic_autosomal,potential secondary finding,strong,absent gene product,,loss of function,inferred,,HP:0003577; HP:0001131; HP:0000007; HP:0007957; HP:0000407,24351571; 17220209; 16767101; 17679935; 20848555; 31420327; 30856043,DD; Eye,,2022-08-03 13:23:11+00:00
G2P00062,ARX,300382,18060,CT121; EIEE1; ISSX; MRX29; MRX32; MRX33; MRX36; MRX38; MRX43; MRX54; MRX76; MRX87; MRXS1; PRTS,ARX-related intellectual developmental disorder,300419,,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0002171; HP:0000047; HP:0002094; HP:0011344; HP:0006887; HP:0000411; HP:0000294; HP:0001257; HP:0001182; HP:0002015; HP:0000639; HP:0008734; HP:0001263; HP:0001417; HP:0008872; HP:0000218; HP:0001302; HP:0001266; HP:0000219; HP:0000110; HP:0001090; HP:0001319; HP:0000664; HP:0000054; HP:0001249; HP:0002650; HP:0010864; HP:0001419; HP:0000336; HP:0000343; HP:0002014; HP:0002510; HP:0002445; HP:0000431; HP:0004322; HP:0000187; HP:0008936; HP:0000348; HP:0000426; HP:0000369; HP:0002123; HP:0003121; HP:0000252; HP:0001250; HP:0001795; HP:0001007; HP:0000486; HP:0000280; HP:0000347; HP:0001845; HP:0001274; HP:0000062; HP:0000028; HP:0002119; HP:0001332; HP:0002521; HP:0001347; HP:0001328; HP:0011341; HP:0001252; HP:0000505; HP:0009921; HP:0001339; HP:0000260; HP:0000648,11971879; 21204226; 1605226; 19606478; 11889467; 12177367; 21108397; 10353782; 18462864; 17668384; 19738637; 14722918; 12379852; 11891829,DD,,2025-01-21 12:39:43+00:00
G2P00063,IQSEC2,300522,29059,BRAG1; IQ-ARFGEF; KIAA0522; MRX1; MRX18; MRX78,IQSEC2-related intellectual developmental disorder,309530,,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,HP:0001250; HP:0000252; HP:0011398; HP:0000486; HP:0001249; HP:0002650; HP:0000733; HP:0000248; HP:0000717; HP:0001419,20473311; 30666632; 31829726; 31490346; 31415821; 30206421; 29026562; 28815955; 28295038; 27665735; 26793055; 26733290; 24306141; 23674175; 21686261; 30842726; 31439632; 32529990; 32564198; 32761587; 33494955; 34484768; 35347702; 35446980; 36012761; 36267700; 36444437; 36684544; 37761403,DD,,2015-07-22 16:14:13+00:00
G2P00064,VSX2,142993,1975,CHX10; HOX10; RET1,VSX2-related microphthalmia with cataracts and iris abnormalities,610092,,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0000518; HP:0000589; HP:0000568; HP:0000007,,DD; Eye,,2017-08-31 09:00:29+00:00
G2P00065,NSDHL,300275,13398,H105E3; SDR31E1; XAP104,NSDHL-related CK syndrome,300831,MONDO:0010441,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0002360; HP:0000278; HP:0000276; HP:0001263; HP:0000718; HP:0000218; HP:0000275; HP:0001302; HP:0001249; HP:0002650; HP:0001419; HP:0000752; HP:0000426; HP:0000737; HP:0000252; HP:0001250; HP:0000582; HP:0000486; HP:0002126; HP:0000347; HP:0007874; HP:0003307; HP:0000272; HP:0001533; HP:0000678; HP:0000286; HP:0001382; HP:0011297; HP:0003103; HP:0000358; HP:0000750; HP:0001290; HP:0002808,19842190; 19377476,DD; Skin,,2017-09-01 16:19:16+00:00
G2P00066,DPAGT1,191350,2995,ALG7; CDG-IJ; D11S366; DGPT; DPAGT; DPAGT2; GPT,"DPAGT1-related myasthenic syndrome, congenital, with tubular aggregates",614750,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003677; HP:0000007; HP:0002650; HP:0003701; HP:0001270; HP:0000006,22742743,DD,,2015-07-22 16:14:13+00:00
G2P00067,KBTBD13,613727,37227,HCG_1645727; NEM6,KBTBD13-related nemaline myopathy,609273,,monoallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0003677; HP:0003198; HP:0003722; HP:0001288; HP:0003552; HP:0003798; HP:0009046; HP:0003551; HP:0000006; HP:0003690,21104864; 21109227; 12805120,DD,,2015-07-22 16:14:13+00:00
G2P00068,SOX9,608160,11204,CMD1; CMPD1; SRA1,SOX9-related Pierre Robin sequence,,MONDO:0009869,monoallelic_autosomal,,definitive,,regulatory_region_variant,undetermined,inferred,,,,DD,,2015-07-22 16:14:14+00:00
G2P00069,AMER1,300647,26837,FAM123B; FLJ39827; RP11-403E24.2; WTX,AMER1-related osteopathia striata with cranial sclerosis,300373,MONDO:0010310,monoallelic_X_heterozygous,,strong,absent gene product,,loss of function,inferred,,HP:0000239; HP:0002023; HP:0001256; HP:0002566; HP:0002020; HP:0000689; HP:0000465; HP:0008551; HP:0001611; HP:0002025; HP:0001166; HP:0002684; HP:0000193; HP:0000316; HP:0000218; HP:0001562; HP:0001561; HP:0001762; HP:0000341; HP:0000175; HP:0006784; HP:0002315; HP:0001338; HP:0002650; HP:0000256; HP:0001631; HP:0000003; HP:0000201; HP:0002104; HP:0010628; HP:0005619; HP:0000431; HP:0004322; HP:0002779; HP:0001508; HP:0000369; HP:0001250; HP:0003298; HP:0000204; HP:0000347; HP:0000179; HP:0001539; HP:0002007; HP:0002990; HP:0006610; HP:0000405; HP:0001643; HP:0000695; HP:0000678; HP:0003038; HP:0000286; HP:0006587; HP:0005830; HP:0001252; HP:0001476; HP:0000885; HP:0000767; HP:0000358; HP:0000238; HP:0000750; HP:0001629; HP:0001423; HP:0000396; HP:0004209,19079258,DD; Skeletal,,2023-05-24 09:07:26+00:00
G2P00070,PLCB4,600810,9059,,PLCB4-related auriculocondylar syndrome,614669,MONDO:0013845,monoallelic_autosomal,,strong,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0009088; HP:0002094; HP:0000689; HP:0007628; HP:0000311; HP:0000006; HP:0000384; HP:0000175; HP:0008559; HP:0000378; HP:0000256; HP:0002104; HP:0008537; HP:0000369; HP:0000347; HP:0004451; HP:0000402; HP:0000160; HP:0000678; HP:0000162; HP:0007627; HP:0009102; HP:0000358; HP:0005216; HP:0004453,,DD; Skeletal,,2025-01-27 15:21:45+00:00
G2P00072,NEK8,609799,13387,NPHP9,NEK8-related nephronophthisis,613824,,biallelic_autosomal,,strong,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0001638; HP:0001181; HP:0001639; HP:0003363; HP:0000077; HP:0001748; HP:0002715; HP:0000124; HP:0001167; HP:0011297; HP:0002817; HP:0011844; HP:0001155; HP:0001080,18199800,DD,,2015-07-22 16:14:14+00:00
G2P00074,TRAPPC2,300202,23068,HYP38334; MIP-2A; SEDL; SEDT; TRS20; ZNF547L,TRAPPC2-related spondyloepiphyseal dysplasia tarda,313400,MONDO:0010737,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0004594; HP:0000926; HP:0002829; HP:0001376; HP:0007759; HP:0002650; HP:0001419; HP:0003521; HP:0001552; HP:0002866; HP:0008843; HP:0002655; HP:0002938; HP:0000470; HP:0002812; HP:0100864; HP:0002808; HP:0003090; HP:0010582,,DD; Skeletal,,2023-05-24 09:07:26+00:00
G2P00075,HOXC13,142976,5125,HOX3; HOX3G,HOXC13-related pure hair and nail ectodermal dysplasia,614931,MONDO:0013976,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0008404; HP:0001598; HP:0000007; HP:0001006,23315978; 23063621; 28403827,DD; Skin,,2025-02-07 12:37:10+00:00
G2P00076,CDC6,602627,1744,CDC18L,CDC6-related Meier-Gorlin syndrome,613805,MONDO:0013432,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000007; HP:0006443; HP:0008551; HP:0000385; HP:0005487; HP:0011968; HP:0002750; HP:0000054; HP:0001270; HP:0000343; HP:0001511; HP:0001508; HP:0000369; HP:0000252; HP:0006361; HP:0000347; HP:0000325; HP:0000327; HP:0000028; HP:0003042; HP:0003100; HP:0002020; HP:0003090; HP:0003561,11477602,DD; Skeletal,,2023-05-24 09:07:26+00:00
G2P00077,IFT140,614620,29077,GS114; KIAA0590; WDTC2,IFT140-related short-rib thoracic dysplasia with or without polydactyly,266920,MONDO:0009964,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0100543; HP:0001396; HP:0003812; HP:0000007; HP:0000556; HP:0003774; HP:0000639; HP:0000110; HP:0000510; HP:0001395; HP:0000112; HP:0001363; HP:0002652; HP:0002240; HP:0000572; HP:0010579; HP:0001251; HP:0004322; HP:0003593; HP:0000252; HP:0010442; HP:0000090; HP:0003828; HP:0009803; HP:0100864; HP:0000107; HP:0001903; HP:0003090; HP:0000773,22503633; 26968735; 26359340,DD; Eye; Skeletal,,2023-05-24 09:07:26+00:00
G2P00078,PIGV,610274,26031,FLJ20477; GPI-MT-II; PIG-V,PIGV-related hyperphosphatasia with intellectual developmental disorder,239300,MONDO:0009398,biallelic_autosomal,,definitive,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,HP:0002553; HP:0000007; HP:0001182; HP:0001831; HP:0002019; HP:0000316; HP:0000219; HP:0001090; HP:0000175; HP:0003155; HP:0001249; HP:0001792; HP:0010864; HP:0000322; HP:0000431; HP:0001344; HP:0001545; HP:0002251; HP:0002714; HP:0001250; HP:0000582; HP:0000204; HP:0000637; HP:0009882; HP:0000272; HP:0010804; HP:0001252; HP:0000303; HP:0000238; HP:0000407; HP:0001357; HP:0000455; HP:0001216; HP:0000358,20802478; 17351347,DD; Skeletal,,2023-05-24 09:07:26+00:00
G2P00079,MSX1,142983,7391,HOX7; HYD1; OFC5,MSX1-related cleft lip with or without cleft palate,608874,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002213; HP:0006347; HP:0006349; HP:0001807; HP:0000152; HP:0000175; HP:0001803; HP:0001598; HP:0000204; HP:0001792; HP:0000006; HP:0008070; HP:0001574,15354328; 12807959; 11369996,DD; Skin,,2025-01-27 16:20:20+00:00
G2P00080,MAGEL2,605283,6814,NDNL1; NM15,MAGEL2-related Schaaf-Yang syndrome,615547,,monoallelic_autosomal,imprinted region,definitive,absent gene product,,loss of function,inferred,,HP:0001263; HP:0000717; HP:0030044,24076603; 26365340; 27195816,DD,,2015-07-22 16:14:14+00:00
G2P00081,STIM1,605921,11386,D11S4896E; GOK,STIM1-related tubular-aggregate myopathy,160565,,monoallelic_autosomal,restricted mutation set,limited,altered gene product structure,,gain of function,inferred,,HP:0003394; HP:0003677; HP:0003198; HP:0003236; HP:0000662; HP:0003738; HP:0003552; HP:0009005; HP:0002522; HP:0003388; HP:0003701; HP:0003557; HP:0002600; HP:0000006; HP:0003581,23332920,DD,,2015-07-22 16:14:14+00:00
G2P00082,SLC2A1,138140,11005,CSE; DYT18; DYT9; GLUT; GLUT-1; GLUT1; HTLVR,SLC2A1-related glucose transporter type 1 deficiency syndrome,606777,MONDO:0011724,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001269; HP:0003812; HP:0002360; HP:0001923; HP:0000007; HP:0001257; HP:0000006; HP:0001263; HP:0001266; HP:0003470; HP:0001249; HP:0002076; HP:0001939; HP:0001251; HP:0011972; HP:0000737; HP:0003593; HP:0003829; HP:0001250; HP:0003487; HP:0002059; HP:0100660; HP:0002353; HP:0001332; HP:0001260; HP:0001347; HP:0011973; HP:0001328; HP:0001289; HP:0001336; HP:0007704; HP:0000750; HP:0005484; HP:0002268,10980529; 11136715; 1714544; 20221955; 18606970; 9462754; 11603379; 18577546; 19901175; 18451999; 19630075; 14605501; 18403583,DD; Eye,,2020-12-02 13:08:57+00:00
G2P00083,TWIST2,607556,20670,BHLHA39; DERMO-1; DERMO1,TWIST2-related ablepharon-macrostomia syndrome,200110,MONDO:0008693,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,dominant negative,inferred,,HP:0005105; HP:0002933; HP:0000561; HP:0001126; HP:0006709; HP:0002223; HP:0000007; HP:0000154; HP:0000750; HP:0000062; HP:0000958; HP:0000153,26119818; 27196381,DD; Skin,,2025-02-07 12:54:34+00:00
G2P00084,GRHL2,608576,2799,BOM; DFNA28; FLJ13782; TFCP2L3,GRHL2-related ectodermal dysplasia and short stature syndrome,616029,,biallelic_autosomal,,strong,altered gene product structure,inframe_insertion; missense_variant; inframe_deletion,undetermined,inferred,,,,DD,,2015-07-22 16:14:14+00:00
G2P00085,HADH,601609,4799,HADH1; HADHSC; SCHAD,HADH-related 3-hydroxyacyl-CoA dehydrogenase deficiency,231530,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001510; HP:0002605; HP:0001639; HP:0003812; HP:0001985; HP:0001252; HP:0000007; HP:0002913; HP:0002173; HP:0001397; HP:0004448; HP:0006929; HP:0001644; HP:0008872; HP:0003215,,DD,,2015-07-22 16:14:14+00:00
G2P00086,PRRT2,614386,30500,DKFZP547J199; DSPB3; DYT10; EKD1; FICCA; FLJ25513; ICCA; IFITMD1; PKC,PRRT2-related intellectual developmental disorder,,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,21937992,DD,,2015-07-22 16:14:14+00:00
G2P00087,GDF5,601146,4220,BMP14; CDMP1,"GDF5-related acromesomelic chondrodysplasia, Grebe type",200700,MONDO:0008703,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0006498; HP:0006110; HP:0001156; HP:0005096; HP:0000007; HP:0006011; HP:0003097; HP:0010760; HP:0006014; HP:0010624; HP:0002999; HP:0002827; HP:0008890; HP:0009778; HP:0001773; HP:0010743; HP:0008081; HP:0004097; HP:0001964; HP:0001792; HP:0001371; HP:0008905; HP:0005792; HP:0001522; HP:0008119; HP:0003022; HP:0005736; HP:0005914; HP:0011927; HP:0006228; HP:0003826; HP:0006092; HP:0002986; HP:0003086; HP:0010049; HP:0003038; HP:0008873; HP:0006144; HP:0000954; HP:0001772; HP:0001162; HP:0009803; HP:0003042; HP:0002984; HP:0002990,9288098; 12900894; 12124730; 16222676; 18629880; 12121354; 2703235,DD; Skeletal,,2025-01-28 18:04:23+00:00
